age,educ,black,hisp,married,re74,re75,unem75,unem74,agesq,avgre,travgre,unem78,em78,Z_voucher,treat_itemC,re78_c
54,16,1,0,1,15.6741,14.322599,0,0,2916,14.99835,0,0,1,0,0,29.098635
26,12,1,0,1,15.6741,15.2177,0,0,676,15.4459,0,0,1,0,1,26.854761
34,12,1,0,1,15.6741,15.7548,0,0,1156,15.71445,0,0,1,1,1,19.382965
21,12,1,0,1,15.6741,16.1129,0,0,441,15.893499,0,0,1,0,0,23.353004
23,12,1,0,1,15.6741,16.2024,0,0,529,15.93825,0,0,1,0,1,23.116735
26,12,1,0,1,15.6741,17.983801,0,0,676,16.828951,0,0,1,0,1,9.4151955
21,12,1,0,1,15.6741,19.693501,0,0,441,17.6838,0,0,1,0,1,30.310322
54,12,1,0,0,15.6741,25.064501,0,0,2916,20.369301,0,0,1,1,1,22.47234
23,12,1,0,1,15.8701,30.435499,0,0,529,23.1528,0,0,1,1,1,25.495512
26,12,1,0,1,15.987599,17.9032,0,0,676,16.9454,0,0,1,0,1,31.448801
28,12,1,0,1,15.987599,19.693501,0,0,784,17.840549,0,0,1,0,0,30.866625
27,12,1,0,1,16.011099,16.1129,0,0,729,16.062,0,0,1,0,1,32.203705
35,12,1,0,1,16.066,16.086,0,0,1225,16.076,0,0,1,1,1,30.348665
36,12,1,0,1,16.2619,21.3048,0,0,1296,18.78335,0,0,1,0,0,22.717445
21,12,1,0,1,16.653801,9.8467693,0,0,441,13.250285,0,0,1,0,0,30.811611
25,12,1,0,0,16.653801,14.8597,0,0,625,15.75675,0,0,1,0,0,17.379438
25,16,1,0,1,16.653801,17.008101,0,0,625,16.830952,0,0,1,0,0,34.122547
24,14,1,0,1,16.653801,28.466099,0,0,576,22.55995,0,0,1,1,1,34.682262
26,14,1,0,0,16.6675,21.4839,0,0,676,19.075699,0,0,1,0,0,25.148483
23,12,1,0,1,16.708599,10.4913,0,0,529,13.599949,0,0,1,0,1,33.390686
22,14,1,0,1,16.849699,21.125801,0,0,484,18.987751,0,0,1,0,0,29.34849
43,12,1,0,1,17.6334,10.7419,0,0,1849,14.187651,0,0,1,1,1,32.003418
28,14,1,0,1,17.6334,12.5323,0,0,784,15.08285,0,0,1,1,1,12.050584
23,12,1,0,1,17.6334,15.2177,0,0,529,16.42555,0,0,1,0,0,17.252466
27,14,1,0,1,17.6334,16.1129,0,0,729,16.87315,0,0,1,0,0,43.772339
26,12,1,0,1,17.6334,17.416302,0,0,676,17.524851,0,0,1,0,1,29.550823
26,12,1,0,1,17.6334,18.798401,0,0,676,18.2159,0,0,1,0,1,20.579723
24,13,1,0,0,17.6334,25.064501,0,0,576,21.348949,0,0,1,1,1,23.084648
23,12,1,0,1,17.6726,14.322599,0,0,529,15.9976,0,0,1,0,0,17.474699
30,12,1,0,1,17.760801,17.3661,0,0,900,17.56345,0,0,1,0,1,15.342106
21,13,1,0,0,18.221199,21.125801,0,0,441,19.6735,0,0,1,0,0,28.173004
30,12,1,0,1,18.338699,25.4226,0,0,900,21.88065,0,0,1,0,0,31.721453
27,14,1,0,1,18.613001,0,1,0,729,9.3065004,0,0,1,1,1,17.953053
32,12,1,0,1,18.613001,16.1129,0,0,1024,17.362949,0,0,1,0,1,32.046051
28,12,1,0,0,18.613001,17.008101,0,0,784,17.810551,0,0,1,1,1,14.019634
44,12,1,0,1,18.613001,23.632301,0,0,1936,21.12265,0,0,1,0,0,30.296658
44,12,1,0,1,18.613001,23.632301,0,0,1936,21.12265,0,0,1,1,1,29.748505
36,12,1,0,1,18.613001,25.064501,0,0,1296,21.838751,0,0,1,0,0,21.013178
32,13,1,0,1,18.809,14.1435,0,0,1024,16.47625,0,0,1,0,0,8.2975836
37,12,1,0,1,18.809,16.1129,0,0,1369,17.460949,0,0,1,1,1,35.20393
34,12,1,0,0,18.848099,30.435499,0,0,1156,24.6418,0,0,1,0,1,23.71254
24,13,1,0,1,18.8815,16.1129,0,0,576,17.4972,0,0,1,0,0,25.169508
23,12,1,0,1,19.0049,13.427401,0,0,529,16.21615,0,0,1,0,1,35.191021
27,12,1,0,1,19.0049,19.693501,0,0,729,19.349201,0,0,1,1,1,31.974707
37,12,1,0,1,19.0049,25.9597,0,0,1369,22.4823,0,0,1,1,1,43.111492
24,16,1,0,0,19.494699,15.2177,0,0,576,17.356199,0,0,1,1,1,36.274193
37,12,1,0,1,19.586802,12.031,0,0,1369,15.808901,0,0,1,1,1,38.536495
21,12,1,0,0,19.592699,.716129,0,0,441,10.154414,0,0,1,0,1,21.923931
25,12,1,0,1,19.592699,5.3709702,0,0,625,12.481834,0,0,1,1,1,25.09013
24,13,1,0,1,19.592699,11.637099,0,0,576,15.614899,0,0,1,0,0,19.225056
24,12,1,0,0,19.592699,11.9952,0,0,576,15.793949,0,0,1,0,0,23.826818
32,14,1,0,1,19.592699,12.335299,0,0,1024,15.963999,0,0,1,0,1,22.732235
20,12,1,0,1,19.592699,16.709099,0,0,400,18.150898,0,0,1,0,0,21.958874
23,12,1,0,1,19.592699,17.008101,0,0,529,18.3004,0,0,1,0,0,28.501736
34,12,1,0,1,19.592699,17.3661,0,0,1156,18.479401,0,0,1,1,1,45.573551
23,12,1,0,1,19.592699,17.3661,0,0,529,18.479401,0,0,1,0,0,18.490942
27,12,1,0,1,19.592699,17.724199,0,0,729,18.658449,0,0,1,0,1,35.233471
23,12,1,0,1,19.592699,17.9032,0,0,529,18.74795,0,0,1,1,1,28.672438
20,12,1,0,1,19.592699,18.6194,0,0,400,19.106049,0,0,1,0,1,32.365074
31,12,1,0,1,19.592699,19.4662,0,0,961,19.529449,0,0,1,0,1,26.087372
29,16,1,0,1,19.592699,20.588699,0,0,841,20.090698,0,0,1,0,1,16.185631
53,12,1,0,1,19.592699,21.4839,0,0,2809,20.5383,0,0,1,0,0,20.747572
23,12,1,0,1,19.592699,23.274199,0,0,529,21.433449,0,0,1,1,1,23.856333
28,12,1,0,1,19.592699,24.169401,0,0,784,21.88105,0,0,1,0,0,39.881798
27,14,1,0,0,19.592699,25.064501,0,0,729,22.3286,0,0,1,1,1,36.224411
30,12,1,0,1,19.592699,26.854801,0,0,900,23.223751,0,0,1,0,0,39.664135
36,12,1,0,1,19.749401,25.064501,0,0,1296,22.406952,0,0,1,0,0,26.268017
34,12,1,0,1,19.788599,23.274199,0,0,1156,21.531399,0,0,1,0,0,40.732704
28,16,1,0,1,20.0825,19.335501,0,0,784,19.709,0,0,1,1,1,30.954935
25,16,1,0,0,20.233301,19.335501,0,0,625,19.784401,0,0,1,0,0,13.264865
38,12,1,0,0,20.5723,14.322599,0,0,1444,17.447449,0,0,1,1,1,22.149733
24,12,1,0,1,20.5723,25.9597,0,0,576,23.265999,0,0,1,1,1,29.432207
46,12,1,0,1,20.5723,32.2258,0,0,2116,26.39905,0,0,1,0,0,26.922239
25,14,1,0,1,20.7682,23.274199,0,0,625,22.021198,0,0,1,0,1,46.733864
26,12,1,0,1,21.117001,22.379,0,0,676,21.748001,0,0,1,1,1,42.277542
23,13,1,0,1,21.160099,17.9032,0,0,529,19.531651,0,0,1,1,0,35.774223
27,12,1,0,1,21.356001,20.588699,0,0,729,20.972351,0,0,1,1,1,28.281738
35,12,1,0,1,21.551901,14.322599,0,0,1225,17.93725,0,0,1,0,0,29.377958
35,12,1,0,1,21.551901,14.322599,0,0,1225,17.93725,0,0,1,0,1,31.36964
34,12,1,0,1,21.551901,17.9032,0,0,1156,19.727551,0,0,1,0,0,37.705635
37,15,1,0,0,21.551901,19.210199,0,0,1369,20.38105,0,0,1,1,1,34.948128
41,12,1,0,1,21.551901,24.8855,0,0,1681,23.2187,0,0,1,0,1,40.222885
35,13,1,0,1,21.551901,25.9597,0,0,1225,23.7558,0,0,1,1,1,31.570335
24,14,1,0,1,21.869301,26.3535,0,0,576,24.111401,0,0,1,0,0,16.004713
26,14,1,0,1,21.9438,25.9597,0,0,676,23.95175,0,0,1,1,1,41.634094
30,17,1,0,1,22.1397,27.929001,0,0,900,25.034351,0,0,1,0,1,33.528503
25,12,1,0,1,22.1397,33.299999,0,0,625,27.719849,0,0,1,0,0,39.189209
29,12,1,0,1,22.531599,18.6194,0,0,841,20.5755,0,0,1,1,1,29.117546
24,12,1,0,0,22.531599,26.854801,0,0,576,24.693199,0,0,1,1,1,29.527401
31,12,1,0,1,22.727501,1.50387,0,0,961,12.115685,0,0,1,1,1,17.170774
33,12,1,0,1,23.5112,14.322599,0,0,1089,18.916901,0,0,1,0,1,22.698303
28,16,1,0,1,23.5112,16.1129,0,0,784,19.81205,0,0,1,0,1,18.444328
43,12,1,0,1,23.5112,19.4214,0,0,1849,21.466301,0,0,1,0,0,39.038872
37,17,1,0,1,23.5112,19.693501,0,0,1369,21.60235,0,0,1,1,1,30.601969
37,17,1,0,1,23.5112,19.693501,0,0,1369,21.60235,0,0,1,0,0,32.219383
42,12,1,0,0,23.5112,21.4839,0,0,1764,22.497551,0,0,1,0,0,21.17425
26,12,1,0,1,23.5112,21.4839,0,0,676,22.497551,0,0,1,1,1,33.028233
33,12,1,0,1,23.5112,23.274199,0,0,1089,23.3927,0,0,1,0,0,12.530115
47,14,1,0,1,23.5112,25.565802,0,0,2209,24.538502,0,0,1,0,0,37.962009
51,12,1,0,1,23.5112,25.601599,0,0,2601,24.5564,0,0,1,1,1,48.36721
47,12,1,0,1,23.5112,32.2258,0,0,2209,27.8685,0,0,1,0,0,34.301102
45,12,1,0,1,24.490801,21.4839,0,0,2025,22.98735,0,0,1,1,1,11.625557
35,13,1,0,1,24.490801,23.274199,0,0,1225,23.8825,0,0,1,0,0,24.868443
26,14,1,0,1,24.490801,25.718,0,0,676,25.104401,0,0,1,0,0,35.893055
43,12,1,0,1,24.490801,29.3559,0,0,1849,26.923351,0,0,1,1,1,30.681791
43,13,1,0,1,24.490801,34.016102,0,0,1849,29.253452,0,0,1,0,1,35.996201
27,12,1,0,1,24.6868,22.5581,0,0,729,23.62245,0,0,1,0,1,30.416742
26,12,1,0,1,25.0884,23.274199,0,0,676,24.181299,0,0,1,0,0,27.547178
28,12,1,0,0,25.470501,19.693501,0,0,784,22.582001,0,0,1,0,1,21.785175
35,12,1,0,1,25.470501,21.4839,0,0,1225,23.4772,0,0,1,0,0,21.405783
32,12,1,0,1,25.470501,22.379,0,0,1024,23.924751,0,0,1,0,1,22.477951
27,15,1,0,0,25.470501,24.169401,0,0,729,24.81995,0,0,1,0,0,30.768133
43,12,1,0,1,25.470501,25.064501,0,0,1849,25.267502,0,0,1,0,0,35.188419
32,16,1,0,1,25.470501,25.4226,0,0,1024,25.44655,0,0,1,0,0,25.922018
45,12,1,0,1,25.470501,26.695499,0,0,2025,26.083,0,0,1,0,1,34.279545
45,12,1,0,1,25.470501,26.695499,0,0,2025,26.083,0,0,1,0,0,31.338955
43,12,1,0,1,26.4501,14.322599,0,0,1849,20.386349,0,0,1,0,0,16.481863
27,12,1,0,1,26.4501,18.798401,0,0,729,22.62425,0,0,1,0,0,27.655806
31,15,1,0,0,26.4501,26.854801,0,0,961,26.652451,0,0,1,0,0,43.218876
26,17,1,0,0,26.841999,25.2435,0,0,676,26.042749,0,0,1,0,0,44.419811
24,12,1,0,1,26.841999,31.6887,0,0,576,29.26535,0,0,1,1,1,50.723434
48,12,1,0,1,26.9086,22.5581,0,0,2304,24.733349,0,0,1,1,1,24.22978
21,12,1,0,1,27.037901,16.560499,0,0,441,21.7992,0,0,1,0,0,35.140991
44,12,1,0,1,27.429699,21.4839,0,0,1936,24.456799,0,0,1,1,1,31.513733
40,12,1,0,1,27.429699,23.274199,0,0,1600,25.351948,0,0,1,1,1,29.546574
26,16,1,0,1,27.429699,25.064501,0,0,676,26.247101,0,0,1,0,0,33.865444
55,17,1,0,1,27.429699,26.854801,0,0,3025,27.14225,0,0,1,0,0,32.44743
30,14,1,0,1,27.429699,26.892401,0,0,900,27.161049,0,0,1,0,0,36.109653
27,13,1,0,1,27.429699,30.435499,0,0,729,28.932598,0,0,1,0,0,34.826008
26,13,1,0,1,28.1057,37.596802,0,0,676,32.85125,0,0,1,1,1,36.066586
29,16,1,0,1,28.409401,32.2258,0,0,841,30.3176,0,0,1,0,1,29.633377
29,12,1,0,0,29.1931,15.3968,0,0,841,22.29495,0,0,1,0,0,21.542431
50,12,1,0,1,29.1931,17.9032,0,0,2500,23.548149,0,0,1,1,1,43.732681
37,12,1,0,1,29.389,22.379,0,0,1369,25.883999,0,0,1,0,0,24.641525
37,12,1,0,1,29.389,22.379,0,0,1369,25.883999,0,0,1,1,1,36.29314
46,12,1,0,1,29.389,30.435499,0,0,2116,29.912251,0,0,1,0,0,41.471966
37,12,1,0,1,29.389,32.2258,0,0,1369,30.8074,0,0,1,0,0,40.65403
47,14,1,0,1,29.391001,27.75,0,0,2209,28.570499,0,0,1,1,1,38.126072
35,15,1,0,1,29.4772,34.098499,0,0,1225,31.787849,0,0,1,0,0,32.739437
35,15,1,0,1,29.4772,34.098499,0,0,1225,31.787849,0,0,1,0,0,31.061419
30,12,1,0,1,30.758499,35.448399,0,0,900,33.103447,0,0,1,1,1,36.889168
28,15,1,0,1,30.768301,33.486198,0,0,784,32.127251,0,0,1,0,0,49.4636
44,16,1,0,1,31.6441,30.621698,0,0,1936,31.1329,0,0,1,0,1,41.425228
28,12,1,0,1,32.3279,32.2258,0,0,784,32.276848,0,0,1,0,0,42.639191
41,16,1,0,1,33.307499,23.274199,0,0,1681,28.290848,0,0,1,0,1,38.030434
41,16,1,0,1,33.307499,23.274199,0,0,1681,28.290848,0,0,1,1,1,47.698257
41,16,1,0,1,33.307499,23.274199,0,0,1681,28.290848,0,0,1,0,1,34.346878
33,17,1,0,1,33.307499,29.5403,0,0,1089,31.423901,0,0,1,0,0,41.821163
32,13,1,0,1,33.307499,37.596802,0,0,1024,35.452148,0,0,1,0,0,33.801308
28,12,1,0,1,33.503502,26.854801,0,0,784,30.179152,0,0,1,1,1,34.459019
25,14,1,0,1,33.699398,17.724199,0,0,625,25.7118,0,0,1,0,1,46.095303
38,12,1,0,1,34.483101,23.632301,0,0,1444,29.057701,0,0,1,1,1,29.445059
38,12,1,0,1,35.2668,25.064501,0,0,1444,30.165649,0,0,1,0,0,37.501801
25,14,1,0,1,35.2668,25.601599,0,0,625,30.4342,0,0,1,0,1,29.278259
53,12,1,0,1,35.2668,42.967701,0,0,2809,39.117249,0,0,1,0,0,39.920937
28,12,1,0,1,39.185299,36.776802,0,0,784,37.981049,0,0,1,1,1,40.835545
29,13,1,0,1,39.185299,37.596802,0,0,841,38.391052,0,0,1,0,0,44.828812
38,12,1,0,1,40.570499,10.7419,0,0,1444,25.6562,0,0,1,1,1,30.045298
36,12,1,0,1,41.732399,37.596802,0,0,1296,39.6646,0,0,1,0,0,42.938957
30,12,1,0,1,43.103897,21.4839,0,0,900,32.2939,0,0,1,0,1,45.470528
29,17,1,0,1,50.940899,41.177399,0,0,841,46.059151,0,0,1,0,0,53.840347
48,17,1,0,1,58.778,51.8424,0,0,2304,55.3102,0,0,1,0,1,62.884525
54,3,1,0,0,0,0,1,1,2916,0,0,0,1,0,0,2.7153707
54,3,1,0,1,0,0,1,1,2916,0,0,1,0,1,1,0
54,3,1,0,1,0,0,1,1,2916,0,0,1,0,0,0,0
54,3,1,0,1,0,0,1,1,2916,0,0,1,0,1,1,13.564588
53,4,1,0,0,0,0,1,1,2809,0,0,1,0,0,0,3.8257265
51,4,1,0,1,0,0,1,1,2601,0,0,1,0,0,0,0
51,5,1,0,0,0,0,1,1,2601,0,0,1,0,0,0,0
46,6,1,0,1,0,0,1,1,2116,0,0,1,0,0,0,6.9995413
41,6,1,0,1,0,0,1,1,1681,0,0,1,0,0,0,7.1706486
45,7,1,0,1,0,0,1,1,2025,0,0,0,1,0,1,0
55,8,1,0,1,0,0,1,1,3025,0,0,1,0,1,1,0
53,8,1,0,1,0,0,1,1,2809,0,0,1,0,0,0,7.2545204
45,9,1,0,1,0,0,1,1,2025,0,0,1,0,1,1,5.8203378
45,9,1,0,1,0,0,1,1,2025,0,0,1,0,0,0,0
23,9,1,0,0,0,0,1,1,529,0,0,0,1,0,0,0
54,10,1,0,1,0,0,1,1,2916,0,0,1,0,1,1,11.636245
54,10,1,0,1,0,0,1,1,2916,0,0,1,0,0,1,0
25,11,1,0,0,0,0,1,1,625,0,0,0,1,1,0,7.5327973
23,11,1,0,0,0,0,1,1,529,0,0,1,0,1,1,8.0660048
23,11,1,0,0,0,0,1,1,529,0,0,1,0,1,1,3.9527645
52,10,1,0,1,0,0,1,1,2704,0,0,1,0,1,1,0
43,9,1,0,1,0,0,1,1,1849,0,0,1,0,0,1,0
54,4,1,0,1,0,0,1,1,2916,0,0,1,0,1,1,0
49,4,1,0,1,0,0,1,1,2401,0,0,1,0,1,1,0
21,8,1,0,0,0,.89516103,0,1,441,.44758052,0,0,1,1,1,0
21,11,1,0,0,0,9.8467693,0,1,441,4.9233847,0,0,1,1,1,9.1774635
43,3,1,0,1,.017633401,0,1,0,1849,.0088167004,0,1,0,1,1,8.1869278
52,6,1,0,1,.235112,1.24606,0,0,2704,.74058598,0,0,1,0,1,2.5134764
52,7,1,0,0,.29389003,5.0128999,0,0,2704,2.6533949,0,1,0,1,1,17.837978
29,11,1,0,1,.78370696,0,1,0,841,.39185348,0,0,1,0,0,4.5456638
31,6,1,0,0,1.41067,.55500001,0,0,961,.98283505,0,0,1,1,0,7.7670665
23,10,1,0,0,1.46945,5.3709702,0,0,529,3.4202101,0,1,0,1,1,19.487381
19,11,1,0,0,1.56741,0,1,0,361,.783705,0,1,0,0,0,18.135185
35,9,1,0,0,1.56741,5.3709702,0,0,1225,3.4691901,0,0,1,1,1,3.2865422
21,10,1,0,0,1.56741,8.1459703,0,0,441,4.8566904,0,0,1,0,0,15.905909
41,8,1,0,1,1.7163199,8.3787098,0,0,1681,5.0475149,0,0,1,1,1,4.9624228
41,8,1,0,1,1.7163199,8.3787098,0,0,1681,5.0475149,0,0,1,0,0,14.768911
20,8,1,0,0,1.8809,3.6522601,0,0,400,2.7665801,0,0,1,1,1,8.4509163
30,9,1,0,0,1.95927,.162919,0,0,900,1.0610945,0,0,1,1,1,11.774149
29,10,1,0,0,2.0376401,2.6854799,0,0,841,2.3615599,0,1,0,1,1,21.525024
22,11,1,0,0,2.3511202,0,1,0,484,1.1755601,0,0,1,0,0,2.3001816
25,10,1,0,0,2.83898,5.3709702,0,0,625,4.1049752,0,0,1,0,1,6.4110208
20,8,1,0,0,2.9389,1.83866,0,0,400,2.3887801,0,0,1,0,0,11.575823
40,4,1,0,0,2.96241,1.93355,0,0,1600,2.4479799,0,0,1,1,1,5.9691133
22,9,1,0,0,3.13483,4.3451099,0,0,484,3.73997,0,0,1,1,1,11.196589
24,10,1,0,0,3.1524599,3.9029,0,0,576,3.5276799,0,0,1,0,1,12.351007
19,6,1,0,0,3.52668,0,1,0,361,1.76334,0,1,0,1,1,10.904504
50,10,1,0,1,3.52668,0,1,0,2500,1.76334,0,1,0,0,0,10.842079
38,3,1,0,1,3.72261,5.7290297,0,0,1444,4.7258196,0,0,1,0,0,3.45385
38,3,1,0,1,3.72261,5.7290297,0,0,1444,4.7258196,0,0,1,1,1,14.52847
43,10,1,0,1,3.91853,2.1483898,0,0,1849,3.0334599,0,1,0,0,0,10.541763
30,6,1,0,1,3.91853,3.4016101,0,0,900,3.6600699,0,0,1,0,0,9.892148
35,10,1,0,1,3.91853,3.79548,0,0,1225,3.8570051,0,0,1,0,0,6.3147492
35,10,1,0,1,3.91853,3.79548,0,0,1225,3.8570051,0,0,1,0,0,4.0311208
35,10,1,0,1,3.91853,3.79548,0,0,1225,3.8570051,0,0,1,0,0,17.624754
44,11,1,0,1,3.91853,5.3709702,0,0,1936,4.6447501,0,0,1,0,0,21.711252
23,10,1,0,0,3.91853,7.1612902,0,0,529,5.5399103,0,0,1,1,1,11.093416
41,8,1,0,1,3.91853,11.171599,0,0,1681,7.5450649,0,0,1,1,1,17.558989
39,5,1,0,1,4.0517602,13.427401,0,0,1521,8.7395802,0,0,1,0,0,7.1524901
39,5,1,0,1,4.0517602,13.427401,0,0,1521,8.7395802,0,0,1,1,1,21.154789
39,5,1,0,1,4.0517602,13.427401,0,0,1521,8.7395802,0,0,1,0,0,11.934612
25,11,1,0,0,4.0556798,11.637099,0,0,625,7.8463898,0,1,0,0,0,17.512098
38,9,1,0,1,4.2281003,7.9418702,0,0,1444,6.0849853,0,0,1,0,0,21.334192
50,9,1,0,1,4.3339,7.4692302,0,0,2500,5.9015651,0,0,1,1,1,2.9996476
22,11,1,0,1,4.4494901,6.1873503,0,0,484,5.3184204,0,0,1,0,0,29.015375
19,10,1,0,0,4.7022405,3.4374199,0,0,361,4.0698299,0,0,1,0,0,12.112831
25,10,1,0,1,4.7022405,4.2824502,0,0,625,4.4923453,0,0,1,0,0,18.812393
47,6,1,0,1,4.7022405,4.2967701,0,0,2209,4.499505,0,0,1,0,1,14.461132
24,8,1,0,1,4.89817,5.3709702,0,0,576,5.1345701,0,0,1,0,0,14.348585
44,11,1,0,0,5.1724601,6.26613,0,0,1936,5.719295,0,1,0,1,1,5.177196
24,11,1,0,1,5.4271698,0,1,0,576,2.7135849,0,0,1,0,1,3.6815197
19,11,1,0,1,5.48595,7.59097,0,0,361,6.5384598,0,0,1,0,0,6.7333875
22,11,1,0,0,5.48595,13.427401,0,0,484,9.4566755,0,0,1,0,0,32.215225
30,6,1,0,1,5.68187,0,1,0,900,2.840935,0,1,0,0,0,9.8778477
50,10,1,0,1,5.68187,0,1,0,2500,2.840935,0,1,0,0,1,14.744037
26,8,1,0,1,5.68187,4.2967701,0,0,676,4.9893198,0,0,1,0,0,17.634274
46,6,1,0,0,5.8386202,9.6784801,0,0,2116,7.7585502,0,0,1,1,1,1.9848019
38,10,1,0,1,5.8778,0,1,0,1444,2.9389,0,1,0,0,1,4.2612267
24,9,1,0,0,5.8778,5.3709702,0,0,576,5.6243849,0,0,1,0,0,17.041569
55,3,1,0,1,5.8778,5.3709702,0,0,3025,5.6243849,0,0,1,1,1,4.2570047
40,5,1,0,1,5.8778,5.3709702,0,0,1600,5.6243849,0,0,1,0,0,3.2384524
25,9,1,0,1,5.8778,6.26613,0,0,625,6.0719652,0,0,1,0,1,4.8470531
43,7,1,0,1,5.8778,6.8157597,0,0,1849,6.3467798,0,0,1,0,0,18.089056
18,11,1,0,0,5.8778,6.9321299,0,0,324,6.4049649,0,0,1,0,1,21.720753
28,7,1,0,1,5.8778,8.1423903,0,0,784,7.0100951,0,0,1,1,1,16.813412
52,4,1,0,1,5.8778,11.637099,0,0,2704,8.7574501,0,0,1,0,1,11.978437
22,8,1,0,1,5.8778,12.031,0,0,484,8.9544001,0,0,1,0,0,7.9243231
34,7,1,0,1,5.8778,12.5323,0,0,1156,9.2050495,0,0,1,0,0,17.633299
31,9,1,0,1,6.0247502,5.6216097,0,0,961,5.8231802,0,0,1,0,0,25.936659
27,8,1,0,0,6.26965,6.6241899,0,0,729,6.4469199,0,0,1,1,1,12.021421
32,11,1,0,1,6.5243597,0,1,0,1024,3.2621799,0,0,1,0,1,2.9742253
49,5,1,0,0,6.5831404,5.7290297,0,0,2401,6.156085,0,0,1,0,0,0
33,8,1,0,1,6.66151,8.5792303,0,0,1089,7.6203699,0,0,1,0,1,11.541391
26,8,1,0,1,6.85743,3.5806499,0,0,676,5.2190399,0,0,1,0,1,9.6011095
20,10,1,0,1,6.85743,6.8318701,0,0,400,6.8446503,0,0,1,0,0,11.137833
45,8,1,0,1,6.85743,9.5370502,0,0,2025,8.1972399,0,0,1,0,0,10.947133
33,11,1,0,1,6.85743,11.637099,0,0,1089,9.2472649,0,1,0,0,0,15.42632
41,3,1,0,1,6.9906602,3.2225802,0,0,1681,5.1066203,0,0,1,1,1,7.5528541
25,7,1,0,1,7.1317301,10.7419,0,0,625,8.9368153,0,0,1,0,0,9.5905313
35,11,1,0,1,7.3354902,8.5577402,0,0,1225,7.9466152,0,0,1,0,1,16.755251
35,11,1,0,1,7.3354902,8.5577402,0,0,1225,7.9466152,0,0,1,0,0,16.639542
41,4,1,0,0,7.4942002,5.3709702,0,0,1681,6.4325852,0,0,1,0,0,14.928356
36,6,1,0,0,7.4942002,7.4477401,0,0,1296,7.4709702,0,0,1,0,0,18.00156
52,5,1,0,1,7.5235801,4.2967701,0,0,2704,5.9101753,0,0,1,0,0,15.060893
52,5,1,0,1,7.5235801,4.2967701,0,0,2704,5.9101753,0,0,1,1,1,20.20796
29,10,1,0,1,7.64114,8.1226902,0,0,841,7.8819151,0,0,1,0,0,14.688997
42,10,1,0,0,7.83707,1.7187099,0,0,1764,4.7778902,0,1,0,1,0,16.02734
22,11,1,0,1,7.83707,5.0128999,0,0,484,6.4249849,0,0,1,0,1,17.022865
27,11,1,0,1,7.83707,5.3709702,0,0,729,6.6040201,0,0,1,1,1,20.934406
42,5,1,0,1,7.83707,7.1612902,0,0,1764,7.4991798,0,0,1,1,1,11.013878
42,5,1,0,1,7.83707,7.1612902,0,0,1764,7.4991798,0,0,1,0,0,6.9277959
28,9,1,0,1,7.83707,8.2354803,0,0,784,8.0362749,0,0,1,1,1,18.624407
45,9,1,0,1,7.83707,8.9516106,0,0,2025,8.3943405,0,0,1,0,0,9.9319086
45,6,1,0,1,7.83707,8.9516106,0,0,2025,8.3943405,0,0,1,1,1,13.771902
34,9,1,0,1,7.83707,11.211,0,0,1156,9.5240355,0,0,1,1,1,6.434134
49,5,1,0,1,7.9448299,7.69839,0,0,2401,7.82161,0,0,1,0,1,8.2156096
27,7,1,0,1,7.9546199,7.1612902,0,0,729,7.5579548,0,0,1,0,1,18.132584
21,11,1,0,1,8.0329905,4.8481898,0,0,441,6.4405899,0,0,1,1,1,12.885572
54,6,1,0,1,8.35431,0,1,0,2916,4.177155,0,1,0,1,1,7.2129245
40,9,1,0,1,8.4248495,6.5722699,0,0,1600,7.49856,0,0,1,0,0,12.077343
41,5,1,0,1,8.4248495,10.7419,0,0,1681,9.583375,0,0,1,0,0,13.74098
29,10,1,0,1,8.4640303,8.3249998,0,0,841,8.394515,0,0,1,0,0,29.718779
29,10,1,0,1,8.6599598,10.8923,0,0,841,9.7761297,0,0,1,0,0,20.740398
26,10,1,0,1,8.8167,0,1,0,676,4.40835,0,0,1,1,1,11.564654
40,8,1,0,1,8.8167,8.0564499,0,0,1600,8.4365749,0,0,1,1,1,18.653339
40,7,1,0,1,8.8167,8.9516106,0,0,1600,8.8841553,0,0,1,1,0,14.776107
49,7,1,0,0,8.8167,11.2701,0,0,2401,10.0434,0,0,1,1,1,15.585189
50,8,1,0,1,8.9851999,9.8467693,0,0,2500,9.4159851,0,0,1,1,1,15.128767
24,8,1,0,1,9.0087099,13.0335,0,0,576,11.021105,0,0,1,0,1,30.087835
24,10,1,0,1,9.0126295,6.6241899,0,0,576,7.8184099,0,0,1,1,1,17.109182
30,11,1,0,1,9.2281504,8.8083897,0,0,900,9.0182705,0,0,1,0,0,8.1409369
26,10,1,0,1,9.4044809,4.9233899,0,0,676,7.1639357,0,0,1,1,1,20.345356
50,5,1,0,1,9.4044809,10.1368,0,0,2500,9.7706404,0,0,1,0,0,2.5864661
22,10,1,0,1,9.7179604,9.0232306,0,0,484,9.3705959,0,0,1,0,1,20.597532
40,7,1,0,1,9.7375593,8.6741104,0,0,1600,9.2058353,0,0,1,1,1,0
52,5,1,0,1,9.7963305,1.0741899,0,0,2704,5.4352603,0,1,0,1,1,13.645693
49,5,1,0,1,9.7963305,5.3709702,0,0,2401,7.5836506,0,1,0,0,0,13.463154
20,10,1,0,1,9.7963305,5.3709702,0,0,400,7.5836506,0,0,1,1,1,2.0561273
44,5,1,0,1,9.7963305,8.9516106,0,0,1936,9.37397,0,0,1,1,0,12.714056
